"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"KCNMB4",0.68280596858569,1.97164093943839,6.64375008670915,9.35610272872204e-11,3.81410485707052e-09,14.022064091439
"ADGRA2",0.618809995718219,3.5048448738706,6.64252464988668,9.42688234423505e-11,3.82667512109202e-09,14.0147913993803
"PAPSS2",-0.633533342109373,5.81054426354991,-6.64155967004398,9.48298778466370e-11,3.84131175378767e-09,14.009065225063
"IGFL4",0.586820567706011,1.30148625113176,6.61960952092686,1.08514517348695e-10,4.31356463153733e-09,13.8789953760071
"CPXM1",0.689883438099246,4.01190233548556,6.60679679048725,1.17379192774769e-10,4.5991520113795e-09,13.8032323829977
"CTF1",0.587078495678883,1.62160013387244,6.60000354066648,1.22363472931018e-10,4.77491678484381e-09,13.7631114978492
"CILP",0.777234143366556,1.18923026737537,6.57246365820343,1.44784676789782e-10,5.54445184306234e-09,13.6008045366332
"PRRX2",0.680312722328417,2.18081744764456,6.56435060390546,1.52126063121128e-10,5.78559860612908e-09,13.5530952414756
"C1R",0.716513152674844,5.90613095272117,6.55910822050588,1.57062682538992e-10,5.91383069045674e-09,13.5222925885299
"ZCCHC24",0.654913105791514,3.59806135624447,6.55095788086324,1.65051206449113e-10,6.16448560538988e-09,13.4744434376334
"RRAD",0.694834069287839,2.25891349893871,6.5442469594938,1.71926829133093e-10,6.39634572075739e-09,13.4350812069862
"AGR2",-0.854559439191291,9.4029109031645,-6.53681617977915,1.79867815993741e-10,6.67284039382936e-09,13.3915350562607
"SYNM",0.892174998184958,2.21310515697905,6.5349788009899,1.81886151488024e-10,6.71272783450386e-09,13.3807737915531
"SEMA7A",0.607816994435264,2.86276434038974,6.52614976214302,1.91898636962452e-10,7.0082939987731e-09,13.3290977661666
"CERS4",0.671727803938468,1.94116430592444,6.52603428529734,1.9203310800396e-10,7.0082939987731e-09,13.3284222619517
"MEDAG",0.711440526421678,2.17801905242124,6.52105892025709,1.97915413950462e-10,7.19555850339819e-09,13.2993271557193
"HSPA6",0.673431773839698,2.36346690024388,6.51426141840418,2.06238387328612e-10,7.46980624048433e-09,13.2596057546653
"TUBA1A",0.629295796004782,5.81745828539451,6.51119627323999,2.10102737746486e-10,7.58110820192592e-09,13.2417055465329
"DEPP1",0.708028980154814,4.62374697495066,6.50894634966676,2.12984391448045e-10,7.67064086493334e-09,13.2285705444199
"C6orf15",1.07812524149965,1.56593086233469,6.50303234345218,2.20744959637588e-10,7.92036222220259e-09,13.1940623844881
"PLAC8",-0.986539002509184,4.41673163295718,-6.494882484292,2.31895341264626e-10,8.18253174701699e-09,13.1465500221956
"PLIN4",0.818278203522718,1.12825561894596,6.49344547814276,2.33917861515464e-10,8.21090027759239e-09,13.1381775559265
"COL16A1",0.646130263533447,3.68166352209151,6.49309519139106,2.34413489135858e-10,8.21090027759239e-09,13.1361369005713
"LAMP5",0.586023813326371,1.34271586886764,6.49031540111394,2.38383335460646e-10,8.28727549786437e-09,13.1199459463802
"CCDC80",0.847188333884745,2.85407653996895,6.49025807380455,2.38465894790264e-10,8.28727549786437e-09,13.1196121017334
"FAM20C",0.636719378276899,3.87995354819505,6.49005638328737,2.38756580105487e-10,8.28727549786437e-09,13.1184375794642
"SERPINF1",0.695071799913107,5.46819088528408,6.48652129293665,2.43908264236322e-10,8.37505796194969e-09,13.097856217897
"SERPING1",0.802649451684514,5.94841496227929,6.46680941586757,2.74695173493814e-10,9.2498409914613e-09,12.9832614403943
"TGFB3",0.741657600039543,2.46443865031048,6.4595380061651,2.86987933824778e-10,9.62992786704509e-09,12.9410612391169
"SPARC",0.734821397861538,8.80847773665595,6.44586514387692,3.11579621268188e-10,1.04004626193353e-08,12.8618150010557
"FIBIN",0.75775971827021,3.38322173091425,6.44434739865838,3.14433536309244e-10,1.04411552091596e-08,12.8530268187462
"CST6",0.756080474748736,1.32010800869913,6.43883841883404,3.25009267848089e-10,1.07550562555603e-08,12.8211424900903
"HAND1",0.681118714119285,0.716086808733858,6.43586111223297,3.30869156963015e-10,1.09112789112072e-08,12.8039200348521
"LTBP1",0.64344293346308,4.46161194983166,6.43426607390016,3.34050943518185e-10,1.09972784842069e-08,12.7946961017944
"PPP1R14A",0.637187036945279,3.27595737346726,6.43343027189625,3.35730154199055e-10,1.10336016371422e-08,12.7898634984011
"COL6A1",0.740440616737116,7.025180665022,6.42501982545591,3.53094648185398e-10,1.15252018044842e-08,12.7412629985763
"MSRB3",0.731995860414753,2.92752056001224,6.41372364325508,3.77808037823878e-10,1.22502843181068e-08,12.6760691244943
"LOXL2",0.594513153985821,4.885693491022,6.41369788378055,3.77866285595049e-10,1.22502843181068e-08,12.6759205659703
"FN1",1.10377994739337,6.63932996126099,6.40520099710788,3.97567517856839e-10,1.28238950204327e-08,12.6269445616195
"LHFPL6",0.586685603746828,4.05422918390679,6.40028322343759,4.09426151632746e-10,1.30961687233446e-08,12.5986229129721
"FBLN5",0.596683910242302,2.99769836698131,6.38514218009084,4.48154657617477e-10,1.40995783907239e-08,12.5115373468819
"CACNA1H",0.611357178080843,2.6137265525135,6.3691737862678,4.92885857282976e-10,1.53555984155151e-08,12.4198770352443
"CAVIN3",0.667182955640631,4.65256397220412,6.35992349179801,5.20768371457279e-10,1.6171672604735e-08,12.3668657871281
"COL3A1",0.876136186178769,9.03177366523968,6.32951383649138,6.23758672124733e-10,1.87617208130453e-08,12.1930429057262
"CLDN9",0.625929780341467,1.55379940542666,6.31607532543719,6.75393122053189e-10,2.01252445078369e-08,12.1164468675995
"SCT",0.798076883308664,2.00569897661258,6.30464776024101,7.22574750154362e-10,2.13146692682111e-08,12.0514185129886
"MMP2",0.845152397704461,6.82408003922708,6.30426509435484,7.24209274196524e-10,2.13146692682111e-08,12.0492426437651
"GFI1",-0.601715458531924,1.95515094587842,-6.29397895822785,7.69527465656039e-10,2.25101469343049e-08,11.9907957618617
"MFAP5",0.79029484608374,2.03368072104478,6.29263861567932,7.75633399027922e-10,2.26541706179497e-08,11.9831856108203
"CTSF",0.647080596018008,3.77835973741186,6.29130645309797,7.81749049988479e-10,2.27633917899381e-08,11.9756232322611
"PACSIN3",0.729860473877697,4.11396334134771,6.28504126998333,8.11149849235552e-10,2.34767841561226e-08,11.9400750050423
"ARL4C",0.674173378564961,4.46559883696129,6.28281198296618,8.21870158268054e-10,2.37511798377314e-08,11.9274332509564
"IQGAP2",-0.642886971691154,3.88155842499551,-6.26452620871091,9.15197823101598e-10,2.62110467722371e-08,11.823879167867
"IGFBP5",0.866817557134865,6.51599491587412,6.25865687906548,9.47296067692313e-10,2.69690826998287e-08,11.790693611487
"TNFRSF11A",-0.600465013837511,3.58219866916101,-6.24826599797121,1.00684458097373e-09,2.85028018640524e-08,11.7320061672448
"ATOH1",-1.13576967598711,3.56345078611193,-6.24201209937907,1.04443430930589e-09,2.93973280024332e-08,11.6967232914822
"ASPN",0.99648807580274,3.67314680133201,6.21940429554168,1.19212668607909e-09,3.30074383024211e-08,11.5694206118162
"HSPG2",0.672099897487761,5.12356568808844,6.21737259663848,1.20635868519795e-09,3.32573128178314e-08,11.5579990726398
"F10",0.813764026708631,2.48776641499623,6.17651851151414,1.53050197762263e-09,4.10706132930668e-08,11.3289898024568
"MFAP4",0.861033402930993,5.18760078604115,6.17033176042681,1.58649601266407e-09,4.23950677861138e-08,11.2944193133938
"APOD",0.96520587721399,3.48962338909693,6.16208085848526,1.66429899078340e-09,4.43504432036298e-08,11.2483596417402
"PGM5",0.738554378716822,2.01269260518239,6.14382100789646,1.8499850767903e-09,4.84607666688278e-08,11.1466089811735
"PIGR",-1.68207058035683,9.65152233327318,-6.1204038585955,2.11797929378759e-09,5.45436603077558e-08,11.0164889464803
"FLNC",0.810570245883941,3.26827690329085,6.12012919757724,2.12133755090165e-09,5.45568154030545e-08,11.0149652248447
"NKD1",1.08218707827306,4.04879230514195,6.10660503661884,2.29329399904343e-09,5.84029043897493e-08,10.9400087103357
"KRT80",0.630861487207134,4.62595047387128,6.09926433007625,2.39225871440867e-09,6.05491109221534e-08,10.8993815445463
"MAOB",0.799204855785048,2.51564828964384,6.09688665704608,2.42519963138144e-09,6.12432035244081e-08,10.8862310726598
"PCDHGC3",0.598717387375579,2.15748190820544,6.08201437468379,2.64153475539686e-09,6.59659210413761e-08,10.8040726281974
"SLC24A3",0.629479987818398,2.85182354737675,6.07368785417992,2.77077350018761e-09,6.88560574106285e-08,10.7581481129737
"PLEKHA4",0.622929099624831,4.20167114584065,6.07183242788449,2.80040320080695e-09,6.94123225452279e-08,10.7479217839704
"PXDN",0.612408971901618,3.90775268055107,6.06914288242264,2.84390354904241e-09,7.03994728677681e-08,10.7331027909814
"TSPAN18",0.592690554888656,2.61546687390431,6.06106535544644,2.9785558252533e-09,7.32594731859477e-08,10.6886299212262
"CHRDL1",0.869669326941701,1.84272024890036,6.05635307703568,3.05996589172342e-09,7.49730773470853e-08,10.6627082236052
"CPXM2",0.701304781708502,2.19606247633762,6.04473240692915,3.27013064822948e-09,7.95123137310619e-08,10.5988565695356
"CDKN2A",0.711479142259923,2.27659028618034,6.02801899006373,3.59732198904628e-09,8.65888056659884e-08,10.5072025690652
"EFEMP1",0.788407750411134,3.9924906039297,6.01963050885228,3.77338234047811e-09,9.02596824513864e-08,10.4612817071643
"PMEPA1",0.719475443887362,6.3782133968439,5.98152292510782,4.68502941858291e-09,1.09297073095471e-07,10.2533478154534
"XDH",-0.671867812360539,3.27651789633464,-5.9724501194598,4.93194026085891e-09,1.14125574152242e-07,10.204006026234
"AHNAK2",0.689898040621971,2.13657897872144,5.96925923452644,5.02176270914825e-09,1.15645400850097e-07,10.1866676404546
"COL6A3",0.778558159404195,5.68435874838823,5.93028300749625,6.25650006784778e-09,1.40368315339536e-07,9.97551284738307
"NOTUM",1.43850963120543,3.79474913834826,5.92888648229993,6.30584214354041e-09,1.40980088063284e-07,9.96796881459171
"C15orf48",-0.748849066046901,7.53076728906676,-5.9192254056982,6.65774356309184e-09,1.4798418407058e-07,9.91582079082601
"COL9A3",0.93159945893144,3.13330519375445,5.90879792059736,7.05907004268526e-09,1.54927585358362e-07,9.85961660183358
"DNASE1L3",-0.628511680270841,1.41082707621494,-5.89385981721243,7.67541158311988e-09,1.65982941233157e-07,9.77924630200758
"BMP4",0.653444715932205,5.94524373265579,5.87023859630784,8.7586561242333e-09,1.86462057044789e-07,9.65251067304931
"ASRGL1",-0.615878849380723,3.25344160030088,-5.86241617599276,9.14922406258511e-09,1.93700699490752e-07,9.61063592677613
"OLFM2",0.609816576017328,2.52811368659704,5.85950764458978,9.29873567261474e-09,1.96431946513008e-07,9.59507814434398
"PHLDA3",0.659443626504853,4.56341854191992,5.85776198696773,9.38961203325921e-09,1.98133223080668e-07,9.58574373877493
"DPYSL3",0.732550970913723,4.61983474902133,5.8553715300274,9.51546243952733e-09,2.00347538836641e-07,9.57296528205082
"PLN",0.833546174783434,2.63658975776701,5.84499243680468,1.00812382177715e-08,2.10410157137801e-07,9.51753401873925
"KLF2",0.593616026476639,4.58965872434195,5.84275194584825,1.02076078064067e-08,2.12815849369698e-07,9.50557926500489
"SYNPO2",0.791964096967281,2.39671779902271,5.83290003347547,1.07818582054004e-08,2.23088988353641e-07,9.45305788843207
"MPP1",0.643038830604859,3.92033942820529,5.83095867987518,1.08986754062405e-08,2.25262805591768e-07,9.4427172511089
"MYLK",0.672409127799563,3.27712251225681,5.8141498684147,1.19630863774963e-08,2.44363256921993e-07,9.35330733879885
"PRR36",0.666252298280013,2.37531254891923,5.8052824284758,1.2564785916487e-08,2.54752696465494e-07,9.30622786820566
"ROR2",0.607374311472534,2.18637926372692,5.80376835054772,1.26704312427621e-08,2.56352125249548e-07,9.29819535960542
"KISS1",0.59624366257018,1.83478814287143,5.79963569967214,1.29632159562614e-08,2.61447597602072e-07,9.27627983703309
"CHRDL2",0.942404610758069,2.17387215143961,5.79002825225497,1.36695965338815e-08,2.73391930677631e-07,9.22538274254594
"GJC2",0.702519567610587,2.03113550822496,5.78845521474616,1.37887730044994e-08,2.75487894438173e-07,9.2170561548616
"SULF1",0.872958357109722,5.36872071431336,5.76442371078725,1.57404472270639e-08,3.09003041875558e-07,9.0900895552036
"NXPE2",-0.67130777220128,1.89879055016801,-5.7533079000694,1.67318849556787e-08,3.26459181008964e-07,9.03151335635277
"EDAR",0.888652973891557,3.01325197068215,5.74699141837833,1.73221095967126e-08,3.36945806977678e-07,8.99827084254405
"ANTXR1",0.799045108215521,4.77217768971733,5.73648358729824,1.83492246025947e-08,3.54336108808576e-07,8.94303909878391
"MAB21L4",0.774215432691684,3.29045439583656,5.73355548450333,1.86458573820057e-08,3.58689384979146e-07,8.92766365441566
"LTBP2",0.638548928430671,3.67156290061298,5.7188964367621,2.02025719967604e-08,3.83628621861179e-07,8.85079000011188
"RBP1",0.86338105216204,3.24032546796828,5.71327678304493,2.08323280217473e-08,3.93636493980944e-07,8.82136454264444
"COL5A2",0.718828272133619,5.81085438203191,5.70389856593927,2.19261138009564e-08,4.09458421468154e-07,8.7723137308788
"FBN1",0.699955205935965,3.73847860774627,5.69683747787008,2.27863707569846e-08,4.22392020920613e-07,8.7354276962321
"CTHRC1",0.806602616355537,5.2157114588782,5.68907656240952,2.37698210303002e-08,4.37913241288991e-07,8.69493100605085
"TUBB2B",0.613450645940975,1.69580540082562,5.68216264818526,2.46806706650657e-08,4.52518325303979e-07,8.65889382654215
"INHBA",0.709263715699225,3.57154118474766,5.67347700247165,2.58732068537875e-08,4.72124422208161e-07,8.61367513276199
"GGT7",0.680068460401448,4.53855467937412,5.67276922190027,2.59728206910323e-08,4.730411068823e-07,8.60999294042444
"HEPACAM2",-1.06842836912245,3.0628756602269,-5.66943878296993,2.6446586034383e-08,4.78938174308865e-07,8.59267178906529
"PLAAT3",0.629465025937468,4.92069196125549,5.64941691468329,2.94772374210191e-08,5.22464263632494e-07,8.48872476019414
"KLK6",1.14435044836136,3.73822353755768,5.63109555137487,3.2545007471572e-08,5.71027786772271e-07,8.39388286425135
"TNC",0.831118115191955,4.57310563092465,5.61235415018469,3.60040300004274e-08,6.24287072224606e-07,8.29714058015029
"GPX3",0.607620418178099,4.29231007173253,5.60828937349168,3.68001581561659e-08,6.34074667510915e-07,8.27619498605687
"FOXQ1",0.748605964939878,5.89508259059259,5.6064605652389,3.71639127543543e-08,6.39766907792838e-07,8.26677548575692
"GREM1",0.87625632586125,3.86301341737209,5.57693890778829,4.35434287529814e-08,7.35059114455615e-07,8.11508660114474
"FCGBP",-1.34190916535651,5.71043069374185,-5.57436911482754,4.41466466859426e-08,7.44586047977693e-07,8.10191507276168
"DDR2",0.622179812687799,2.41997522127649,5.57238057098099,4.46189978176899e-08,7.49912279111349e-07,8.09172634019992
"FAP",0.65942835525154,2.30346456073821,5.5637140319235,4.67356613994141e-08,7.80013303495448e-07,8.04735805817043
"MXRA5",0.730806839713018,4.33068504668173,5.53598562773253,5.41849963217047e-08,8.88096261354886e-07,7.90580305188643
"RARRES2",0.59740196082502,5.80185204429888,5.52397612815435,5.77587090644356e-08,9.36709498431504e-07,7.84468346832869
"ID4",0.609474804791303,3.29675328155202,5.50671396499139,6.3299830369299e-08,1.01237458253403e-06,7.75703266801573
"TNFRSF19",0.669642679079956,1.59295893368988,5.50439651356745,6.40819950673616e-08,1.02402921225242e-06,7.74528358238011
"VCAN",0.693976620548093,4.03360684084893,5.50051465171387,6.54132646827146e-08,1.0383746075566e-06,7.72561278787063
"TMEM236",-0.631256270802692,2.06177183852274,-5.49209669532726,6.83931921050154e-08,1.08209212281758e-06,7.68299722803017
"NXPE1",-0.854477181987399,2.80277620200977,-5.48216341975593,7.20794877387184e-08,1.13200244678184e-06,7.63278311326725
"AQP1",0.623325096879899,5.35330070107628,5.48094839981152,7.25434329369719e-08,1.13742403852077e-06,7.62664641926605
"GNE",-0.620583531387984,4.95584267468416,-5.47742465590343,7.39054205706342e-08,1.15603400149417e-06,7.60885573107966
"NOS2",-0.931981715431978,4.51864178241249,-5.47126475449961,7.63462580134336e-08,1.19120057291318e-06,7.57777941640718
"TMEM150C",0.600220309840291,2.5913280833247,5.46379502779587,7.94113466232246e-08,1.23600438773435e-06,7.54013577675434
"SPHK1",0.619416532295423,3.0028014300137,5.46043899508144,8.08270675220674e-08,1.25498104839774e-06,7.52323758808773
"SLC4A4",-0.71604982152163,1.79481194157546,-5.45114720738267,8.4875910821704e-08,1.30797128057048e-06,7.4764988562892
"C7",0.728769340449449,1.76597239976422,5.45104267822511,8.49225612228436e-08,1.30797128057048e-06,7.47597345570316
"SMOC2",0.88190942947596,4.98174315128276,5.42942165950982,9.51268558099899e-08,1.43854029780537e-06,7.36748654516159
"MLXIPL",0.645998458388165,4.44868872198473,5.40633073012115,1.07339055247853e-07,1.59180828061058e-06,7.25203779074828
"LRRC15",0.669601472656815,2.59284661642146,5.40212298837835,1.09722762086291e-07,1.623330220771e-06,7.23104623630034
"RAI2",0.606234019694942,2.78041131552083,5.39055388123939,1.16544773326918e-07,1.70457851675095e-06,7.17340364545811
"RAB27B",-0.649056673860344,2.34655666490734,-5.38859222428663,1.17741638818111e-07,1.71814912395659e-06,7.16364043539472
"DPT",0.81622599043415,2.96706273439107,5.37406047236832,1.26987224045426e-07,1.83075636772789e-06,7.09141194218766
"CXCL2",-0.709977231589793,5.18727059991338,-5.3671736621321,1.31611375859357e-07,1.88606878194861e-06,7.0572411371424
"ADRA2C",0.701610910686695,2.26326053686043,5.35918661434256,1.37179160525732e-07,1.94981655465358e-06,7.01765902456484
"CXCL3",-0.673489784961807,5.5505828609601,-5.32956351959328,1.59896132255397e-07,2.24111916167769e-06,6.8713022695245
"ADAM12",0.688392922331126,2.39599177916925,5.31774618814319,1.69942628338769e-07,2.35097527723524e-06,6.81311481308186
"STRA6",0.65722375210928,1.92546908207264,5.31164577821957,1.75365912258395e-07,2.41727401357615e-06,6.78312111294115
"KLK7",0.862512169693514,1.78723164878571,5.26441203780548,2.23431993383815e-07,2.98324529145219e-06,6.55190780239983
"AGR3",-0.947797380789908,5.79525364812799,-5.25573126881735,2.33558643281472e-07,3.10116673962093e-06,6.50961138778717
"ADAMTS2",0.665618377039578,3.85746243282071,5.2504460559663,2.39940628938275e-07,3.17928644528348e-06,6.48388953304019
"DMRT2",-0.594168849925557,1.55741279274554,-5.21355045106668,2.89445679177234e-07,3.7170101964047e-06,6.30496000340405
"HOXD9",0.661280115698016,3.15549120362376,5.20687154935226,2.99408056233563e-07,3.83210311117907e-06,6.27268830796731
"CLCA1",-1.63600400316754,4.93163024410863,-5.19500359600689,3.17936207551389e-07,4.00503467237647e-06,6.21543338610847
"TPPP3",0.586216892693206,4.20391274684246,5.1508533044435,3.97118597721685e-07,4.87430642687219e-06,6.00344704081413
"NKD2",0.730996277623724,4.17744487629817,5.10140629852617,5.08493208013377e-07,6.02146468821774e-06,5.76792206054326
"FBXO2",0.769944242255513,2.60736264484187,5.09714955335763,5.19383545906812e-07,6.13904302256294e-06,5.74774016173417
"FABP4",0.76006516654523,1.42911735719853,5.08095301908484,5.62920791681299e-07,6.56455408923535e-06,5.6710859170816
"SPARCL1",0.637356906518979,5.39648447279105,5.07929386446596,5.67575064019832e-07,6.61078311648631e-06,5.66324571846677
"CALD1",0.636459596178103,5.38039357418747,5.07653634704522,5.7539294515485e-07,6.68412543806562e-06,5.65022030459854
"FFAR4",-0.751478053875056,3.12320483303693,-5.05404847951967,6.4315706789738e-07,7.36134374009188e-06,5.54423015880218
"JCHAIN",-1.26140898690993,7.45592081474604,-5.02540943700595,7.4069655974228e-07,8.32360474173729e-06,5.40985142334964
"LCN2",-0.967521287632918,9.22036582044824,-5.02256489463133,7.51130797164612e-07,8.42110361244819e-06,5.39654134049504
"COL12A1",0.626224215926909,5.34686969432241,4.97878271295006,9.30822234867447e-07,1.02203747965962e-05,5.19252087009268
"LRRC19",-0.646075064327944,3.74613103944971,-4.97742531379189,9.37009598115222e-07,1.02765334286707e-05,5.18622087763681
"C1S",0.610378897142605,5.96740890672849,4.97239306473377,9.60296422440981e-07,1.05018718344573e-05,5.16287840437793
"CST2",0.670316649546988,2.28426343941933,4.95546108739415,1.04282654218998e-06,1.12566515765408e-05,5.08449224662684
"RAB26",-0.588904506076543,2.13497058264263,-4.91386739558315,1.27568969936248e-06,1.34297882636182e-05,4.89294560041383
"C2CD4A",-0.678304138690204,4.0480034571758,-4.89396100797786,1.40417921344276e-06,1.46217792008496e-05,4.80178201725965
"RTL8A",0.666595036782262,5.61404089375355,4.89237320584217,1.41494929819974e-06,1.47210810084372e-05,4.79452470602642
"PKP1",0.631931990286426,2.15795868423189,4.87419932451977,1.54404216763016e-06,1.57949001237554e-05,4.71160766714977
"REP15",-0.592948412957778,1.56727446993433,-4.86013057952193,1.65170516495184e-06,1.67000902166107e-05,4.64760921718723
"SULT1B1",-0.661903932360151,3.95089946288256,-4.83275579720211,1.88231477606148e-06,1.87059912392831e-05,4.52355569542514
"MARCO",0.792516768192502,2.0273237956339,4.8118403489125,2.07912554520457e-06,2.04832112670446e-05,4.42919619246922
"CARD11",0.698637260167919,2.84734163801092,4.80209467488102,2.1774682352518e-06,2.12736024103041e-05,4.38535398034282
"S100A2",0.632721063892056,3.58279028722262,4.79484784062601,2.25348584009225e-06,2.18671130864186e-05,4.35280474798432
"MUC2",-1.27974073839811,6.06179383591983,-4.78614546453719,2.34815404750998e-06,2.26083575629604e-05,4.31377614585554
"REG4",-1.53527600662491,6.31705585927539,-4.77054056022011,2.52759021203397e-06,2.41659822667519e-05,4.24395013634947
"GZMA",-0.611592098831986,3.80608580545142,-4.74590655047588,2.83801723007336e-06,2.66029403758345e-05,4.1341388014825
"PALM3",0.595973312627867,1.90622565799179,4.73996891890833,2.91815840623763e-06,2.72342499091636e-05,4.10774689503575
"B4GALNT2",-0.635482970394073,1.21706983131715,-4.73740185493544,2.95347714555991e-06,2.74702049072465e-05,4.09634585937753
"CXCL1",-0.634347617491652,7.02589281330403,-4.70646437844165,3.41284612086686e-06,3.10199865634768e-05,3.95938071119625
"SFTA2",0.765513129771076,2.6984154956115,4.67794498853527,3.89664879122199e-06,3.48877527288847e-05,3.83383615524212
"C3",0.773014721789124,5.33432237984347,4.67122146369402,4.01996674204803e-06,3.58244478035536e-05,3.80433878867116
"NEURL1",-0.598133830585803,2.34176628688862,-4.61194902118707,5.28216473003146e-06,4.5282450213603e-05,3.54595550466227
"CEACAM7",-1.07946961166177,5.96318906908575,-4.60300689665098,5.50293087258382e-06,4.68605135638693e-05,3.50723322748522
"CCL21",0.882120058647407,4.63309949032253,4.59174948725287,5.79348200135664e-06,4.90079978569507e-05,3.45858161465423
"RASSF10",0.608820543865469,2.78785811838902,4.5815352286086,6.06981467919638e-06,5.09499849132215e-05,3.41453145287763
"IGF2",1.26906964202802,4.64186556912255,4.58099729749054,6.08471313679818e-06,5.10433904120197e-05,3.41221402293675
"ADGRG7",-0.627080788129081,2.15975747946031,-4.57689730241148,6.1994254590911e-06,5.19147691416894e-05,3.39455916041429
"MSLN",0.951849874025295,5.16175349240947,4.57541760019999,6.24133327074493e-06,5.21972699552478e-05,3.38819097298345
"KRT6B",0.843598970949326,2.76757071006878,4.56450058832607,6.55903899202718e-06,5.44502543705549e-05,3.34126507996725
"KLK8",0.655057811274354,1.44288425095176,4.56246760542,6.61989292662715e-06,5.48129422965325e-05,3.33253767576589
"SPINK4",-1.36396046657252,6.58952223793755,-4.56165343057883,6.64441557448596e-06,5.49280237234724e-05,3.32904348702125
"BAMBI",0.606097115966287,4.27191326892629,4.55766803158466,6.76571795558556e-06,5.58273712441943e-05,3.31194752392296
"VIP",0.729740369844865,2.37422842684784,4.52669844323131,7.78351164733026e-06,6.33257253345426e-05,3.17956029545711
"ITLN1",-1.32445654621364,4.61046162930662,-4.48158603075303,9.53268039654787e-06,7.52249408557896e-05,2.98818154654775
"APCDD1",0.745839408495977,4.60813631992189,4.46311359929487,1.03527080505311e-05,8.07317404347484e-05,2.91031914831759
"GNG4",0.925406531739527,3.47259344983414,4.45856233078854,1.05648946873299e-05,8.21190191518218e-05,2.89118017723918
"PRAP1",0.846105419879366,6.83859048459987,4.4483422369505,1.10566608331662e-05,8.53184138394944e-05,2.84826741771868
"B3GNT6",-0.871629682395505,2.55221807616077,-4.3931396227158,1.41155593171759e-05,0.000104462771926261,2.61802999993909
"KRT6A",0.658120359174631,1.37472074371642,4.34657008082289,1.73112275463442e-05,0.000123348129337283,2.42583893854492
"CES1",0.784794773199388,2.97080510616416,4.25017062410553,2.62601445080872e-05,0.000176914335012289,2.03395715553892
"ARHGAP4",0.596321055096499,4.54168569901653,4.24580312590083,2.67556984384442e-05,0.00017993653284682,2.01639321399281
"APOE",0.719829060010092,6.47981085940524,4.22372755393331,2.94000910902957e-05,0.000194848061324824,1.92786970151582
"WNT11",0.76612594584667,3.73650621379788,4.20667639544576,3.16113813457048e-05,0.000207280652492712,1.85978432787297
"CST1",0.89270595302808,5.16806746686813,4.17757342569716,3.57564450236853e-05,0.000231132315287343,1.74416093776021
"CLCA4",-0.919369553823568,2.46830532979227,-4.16306772833831,3.80110884517249e-05,0.000243576071817742,1.68680695070723
"QPRT",0.725265311834653,5.4017633031171,4.1559894873759,3.91598278359775e-05,0.000249435605497782,1.65888701358458
"ACKR1",0.597051994524384,2.61959807166025,4.15504145440583,3.93161736021748e-05,0.000250181961546885,1.65515084455884
"CA8",-0.590436619113636,1.9438641127528,-4.13466910236951,4.28231086569172e-05,0.000268239764195054,1.575053777127
"RETNLB",-0.862445522608241,3.57229602126374,-4.06920345559971,5.6220289225091e-05,0.000337568392840095,1.3201245036981
"PCSK1N",0.744809692736909,1.95688962479916,4.06582448167783,5.70101420407407e-05,0.000341348225468935,1.30706844046996
"SPP1",0.904133456450743,6.26059285516925,4.03450062724503,6.48517613529927e-05,0.000381270250850979,1.18651320146576
"POSTN",0.685935250847189,5.78145014391802,4.02080550804572,6.85929223783585e-05,0.000399951428109966,1.1340762187073
"LUM",0.598457948430574,7.56002813555312,4.00980527140322,7.17453927108889e-05,0.000414923550963064,1.09207717055005
"L1TD1",-0.884305185045509,2.76924869809496,-4.00562344589577,7.29795259860672e-05,0.000420704056446045,1.07613886117497
"AKR1B10",-0.704376543556417,3.93080924906708,-3.99205832071295,7.71230083210054e-05,0.000440450419687296,1.02454377763498
"MMP12",-0.681474510150182,5.87074630695022,-3.96592545058703,8.57424623713236e-05,0.000482049759106385,0.925604580790551
"KRT23",0.953029819120505,4.57095775612037,3.95867422407711,8.82914530563581e-05,0.000494349573512513,0.898258226663585
"CCL20",-0.592561197076506,6.39091938328954,-3.91053831393271,0.000107123722270895,0.000585756426572588,0.717902954811329
"FABP2",-0.585284649889204,2.53775605359022,-3.88542206071189,0.000118402006726475,0.000636352512902929,0.62461195203158
"DKK4",0.73678632224572,2.10464465164279,3.88358004998504,0.000119271924363854,0.000640426710724721,0.617792057781693
"TNNC2",0.764732608379837,4.65921136799548,3.81997019567352,0.000153304813593316,0.00078960221194837,0.384130287640555
"LRRC26",-0.740438658743132,2.81575101176953,-3.7996604783209,0.00016597736071619,0.000842417544721114,0.310283340145857
"RAMP1",0.707687096498566,4.28610413997841,3.76042961823259,0.000193305775842492,0.000960762299647771,0.168679376288555
"TACSTD2",0.74133707280553,4.41795795002838,3.73169865677774,0.000215954625444049,0.00105456131446767,0.0658464416408826
"SERPINA1",-0.614588699685582,6.87719316874755,-3.7085277949692,0.000236018229637142,0.00113907034756867,-0.0165482791727927
"FOSB",0.604094323816118,3.42661744266386,3.70150835274523,0.000242434664277413,0.00116621847038796,-0.0414143073172166
"KLK10",0.710536653466936,4.13138534846878,3.61074952390318,0.000341638975757328,0.0015609617878107,-0.358942841508696
